"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Oct 07 22:10:44 CST 2021","Thu Oct 07 22:10:44 CST 2021","137","testCase.fanli","test_ajaxZhideCatItems","TestAjaxZhideCatItems","","","接口校验",""
